"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1970","black_1970","total_2010","black_2010","jail_2010"
6760,-1868083,193220,12.517,"","","","","",0.027,66.583,0.105,67.390,0.233,0.196
2123,-1995313,931152,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2272,-1995313,905707,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2273,-1969867,905707,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2274,-1944421,905707,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2421,-1995313,880261,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2422,-1969867,880261,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2423,-1944421,880261,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2570,-1969867,854815,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2571,-1944421,854815,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2719,-1969867,829369,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2720,-1944421,829369,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2869,-1944421,803923,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2870,-1918975,803923,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
3025,-1944421,778477,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
3026,-1918975,778477,6.346,"","","","","",0.034,189.721,0.030,93.562,0.475,0.179
2299,-1308272,905707,0.202,"","","","","","",337.640,0.278,87.645,0.314,0.129
763,371161,1211058,2.478,0.415,"","","","","",104.438,0.351,77.582,0.320,0.025
6607,-1689962,218666,10.684,"","","","","","",60.097,0.164,95.571,1.832,1.841
6767,-1689962,193220,10.624,"","","","","","",60.097,0.164,95.571,1.832,1.841
6768,-1664516,193220,10.684,"","","","","","",60.097,0.164,95.571,1.832,1.841
6926,-1715407,167774,7.670,"","","","","","",60.097,0.164,95.571,1.832,1.841
6927,-1689962,167774,7.771,"","","","","","",60.097,0.164,95.571,1.832,1.841
6928,-1664516,167774,8.354,"","","","","","",60.097,0.164,95.571,1.832,1.841
6929,-1639070,167774,8.996,"","","","","","",60.097,0.164,95.571,1.832,1.841
7085,-1715407,142328,7.670,"","","","","","",60.097,0.164,95.571,1.832,1.841
7086,-1689962,142328,7.670,"","","","","","",60.097,0.164,95.571,1.832,1.841
7087,-1664516,142328,7.670,"","","","","","",60.097,0.164,95.571,1.832,1.841
7088,-1639070,142328,7.670,"","","","","","",60.097,0.164,95.571,1.832,1.841
7089,-1613624,142328,7.670,"","","","","","",60.097,0.164,95.571,1.832,1.841
7245,-1689962,116882,51.564,"","","","","",0.024,60.097,0.164,95.571,1.832,1.841
7246,-1664516,116882,31.599,"","","","","",0.013,60.097,0.164,95.571,1.832,1.841
7247,-1639070,116882,12.455,"","","","","",0.003,60.097,0.164,95.571,1.832,1.841
7248,-1613624,116882,7.670,"","","","","","",60.097,0.164,95.571,1.832,1.841
6608,-1664516,218666,10.684,"","","","","","",60.606,0.176,94.715,1.792,1.795
7090,-1588178,142328,7.670,"","","","","","",60.097,0.164,95.675,1.836,1.843
5954,-1868083,320449,12.426,"","","","","","",300.218,18.803,78.917,0.600,0.478
1186,-952029,1109274,"","","","","","","",141.703,0.088,88.170,0.462,0.180
829,-850245,1185612,"","","","","","","",310.851,0.398,90.381,0.181,0.211
6446,-1689962,244112,11.633,"","","","","","",73.667,0.484,72.756,0.781,0.618
6447,-1664516,244112,12.190,"","","","","","",76.695,0.555,67.666,0.547,0.345
5631,-1842637,371341,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5632,-1817191,371341,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5793,-1842637,345895,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5794,-1817191,345895,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5795,-1791745,345895,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5796,-1766299,345895,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5797,-1740853,345895,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5798,-1715407,345895,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5958,-1766299,320449,7.532,"","","","","","",77.068,0.564,67.038,0.518,0.311
5959,-1740853,320449,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5960,-1715407,320449,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
5961,-1689962,320449,7.473,"","","","","","",77.068,0.564,67.038,0.518,0.311
6122,-1715407,295003,10.206,"","","","","","",77.068,0.564,67.038,0.518,0.311
6123,-1689962,295003,8.909,"","","","","","",77.068,0.564,67.038,0.518,0.311
6124,-1664516,295003,7.711,"","","","","","",77.068,0.564,67.038,0.518,0.311
6284,-1715407,269558,13.064,"","","","","","",77.068,0.564,67.038,0.518,0.311
6285,-1689962,269558,13.064,"","","","","","",77.068,0.564,67.038,0.518,0.311
6286,-1664516,269558,12.963,"","","","","","",77.068,0.564,67.038,0.518,0.311
5630,-1868083,371341,19.100,"","","","","",0.088,82.615,1.003,67.406,0.523,0.317
11890,-570339,-773727,5.278,"","","","",0.036,0.018,205.678,0.212,104.323,0.954,0.275
11975,-595785,-799173,5.278,"","","","",0.036,0.018,205.678,0.212,104.323,0.954,0.275
11976,-570339,-799173,5.278,"","","","",0.036,0.018,205.678,0.212,104.323,0.954,0.275
12054,-570339,-824619,5.278,"","","","",0.036,0.018,205.678,0.212,104.323,0.954,0.275
219,-1028367,1363734,"","","","","","","",345.252,1.571,85.747,0.142,0.279
5633,-1791745,371341,7.473,"","","","","","",77.138,0.563,67.350,0.521,0.312
2300,-1282826,905707,0.286,"","","","","",0.001,325.360,0.264,90.359,0.394,0.136
6279,-1842637,269558,10.744,"","","","","","",46.620,0.111,67.829,0.732,0.190
5147,-1664516,447679,1.463,"","","","","","",186.132,0.159,92.648,0.770,0.318
5173,-1002921,447679,0.912,"","","","","","",359.312,1.060,84.801,0.353,0.485
7244,-1715407,116882,71.493,"","","","","",0.034,62.060,0.235,98.123,1.798,1.793
12101,625621,-824619,1457.040,33.764,25.343,"","",800.728,23.235,2495.755,389.373,138.003,23.626,1.440
5792,-1868083,345895,8.490,"","","","","",0.008,226.385,12.366,76.929,0.639,0.453
1045,-1486394,1134720,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1046,-1460948,1134720,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1047,-1435502,1134720,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1164,-1511840,1109274,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1165,-1486394,1109274,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1166,-1460948,1109274,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1283,-1511840,1083828,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1284,-1486394,1083828,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1285,-1460948,1083828,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1410,-1511840,1058382,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1411,-1486394,1058382,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1412,-1460948,1058382,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
1551,-1486394,1032936,1.789,"","","","","",0.004,378.999,4.469,86.790,0.376,0.121
12467,-392218,-1053632,10.406,"","","","","","",28.169,0.348,104.643,0.407,0.295
2149,-1333718,931152,0.086,"","","","","","",364.330,0.299,91.245,0.233,0.138
2875,-1791745,803923,6.346,"","","","","",0.034,357.227,1.493,101.870,3.330,0.386
5957,-1791745,320449,8.513,"","","","","","",77.068,0.564,70.865,0.693,0.329
1881,-672123,982044,"","","","","","","",146.045,0.075,86.611,0.224,0.140
2028,-672123,956598,"","","","","","","",146.045,0.075,86.611,0.224,0.140
2029,-646677,956598,"","","","","","","",146.045,0.075,86.611,0.224,0.140
2175,-672123,931152,"","","","","","","",146.045,0.075,86.611,0.224,0.140
2176,-646677,931152,"","","","","","","",146.045,0.075,86.611,0.224,0.140
2324,-672123,905707,"","","","","","","",146.045,0.075,86.611,0.224,0.140
2325,-646677,905707,"","","","","","","",146.045,0.075,86.611,0.224,0.140
5629,-1893529,371341,62.733,"","","","","",0.420,405.442,26.518,88.790,0.785,0.624
6114,-1918975,295003,62.733,"","","","","",0.420,445.731,29.787,91.051,0.803,0.656
2474,-646677,880261,"","","","","","","",146.144,0.075,86.798,0.225,0.140
5172,-1028367,447679,0.912,"","","","","","",348.033,0.427,86.433,0.286,0.514
1066,-952029,1134720,"","","","","","","",163.207,0.138,95.260,0.467,0.195
5628,-1918975,371341,62.733,"","","","","",0.420,462.303,31.013,92.556,0.831,0.678
5791,-1893529,345895,60.390,"","","","","",0.403,462.303,31.013,92.556,0.831,0.678
5951,-1944421,320449,62.733,"","","","","",0.420,462.303,31.013,92.556,0.831,0.678
5952,-1918975,320449,62.733,"","","","","",0.420,462.303,31.013,92.556,0.831,0.678
5953,-1893529,320449,49.879,"","","","","",0.312,462.303,31.013,92.556,0.831,0.678
2132,-1766299,931152,6.346,"","","","","",0.034,313.370,1.165,99.733,2.317,0.376
12562,-163204,-1155416,585.352,11.548,1.474,"","",0.680,6.409,118.093,"",72.459,1.394,0.287
5171,-1053813,447679,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5335,-1053813,422233,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5336,-1028367,422233,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5337,-1002921,422233,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5338,-977475,422233,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5498,-1079258,396787,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5499,-1053813,396787,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5500,-1028367,396787,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5501,-1002921,396787,0.912,"","","","","","",343.365,0.158,87.609,0.273,0.528
5643,-1537286,371341,5.531,"","","","","","",283.651,0.249,93.580,0.773,0.482
11889,-595785,-773727,5.278,"","","","",0.036,0.018,216.404,0.377,110.731,1.684,0.291
1193,-773907,1109274,"","","","","","","",138.198,"",92.777,0.234,0.048
5956,-1817191,320449,9.810,"","","","","","",77.068,0.564,74.344,0.853,0.345
10874,-1537286,-519267,13.974,"","","","","",0.045,52.396,0.153,102.694,0.485,0.236
350,-595785,1312842,"","","","","","","",222.287,1.102,86.244,0.437,0.287
3189,-1918975,753031,11.962,"","","","","",0.072,174.352,0.033,104.520,0.674,0.223
10256,-1639070,-392037,78.681,"","","","","",0.255,1515.700,49.612,88.093,0.882,0.439
8869,-697569,-137578,77.657,"","","","","",0.195,171.878,0.016,99.371,0.988,0.091
2281,-1766299,905707,6.346,"","","","","",0.034,395.153,1.652,110.746,3.982,0.437
356,1974257,1312842,350.869,1182.000,"",787.475,"","",0.406,1443.421,11.864,103.911,0.351,0.168
453,1974257,1287396,827.059,1182.000,"",787.475,"","",0.526,1671.281,8.702,104.115,0.316,0.254
2323,-697569,905707,"","","","","","","",156.880,0.075,93.567,0.236,0.157
4597,1109094,549463,76.571,1599.690,"","","","",0.466,233.019,17.945,114.071,0.754,0.242
9170,-672123,-188470,382.236,"","","","","",0.028,242.301,1.126,101.161,0.672,0.191
11240,-723015,-595605,4.046,"","","","","","",180.167,2.657,91.981,1.041,0.666
43,-1664516,1490964,1.588,"","","","","",0.001,52.160,0.983,100.942,1.156,0.504
12189,-799353,-875511,0.515,"","","","",0.004,0.002,30.640,0.044,102.735,0.773,""
5636,-1715407,371341,7.473,"","","","","","",65.124,0.233,97.415,0.635,0.387
5955,-1842637,320449,11.109,"","","","","","",76.057,0.549,78.602,1.054,0.361
2124,-1969867,931152,6.346,"","","","","",0.034,308.487,0.130,106.737,0.480,0.202
11228,-1155596,-595605,23.583,"","","","","","",220.765,0.886,102.507,0.467,1.083
7407,-1613624,91436,85.663,"","","","","",0.042,68.983,0.483,107.126,1.678,1.622
4220,-443109,600355,"","","","","","","",284.802,0.167,95.785,0.503,0.202
656,1999703,1236504,2115.633,1182.000,"",787.475,"","",0.831,2335.224,0.691,108.147,0.230,0.479
343,-773907,1312842,"","","","","","","",533.237,0.837,104.813,0.139,0.362
4663,-1384610,524017,"","","","","","","",972.368,1.444,108.721,0.921,0.431
771,2076041,1211058,1365.862,776.906,"",189.300,"","",0.288,1407.560,1.002,94.234,0.233,0.139
11954,1159986,-773727,8.505,44.190,22.137,"","",0.768,"",81.859,18.405,100.849,13.137,0.821
8652,1770689,-86686,135.313,"","","","",36.284,3.901,570.249,63.461,98.315,3.167,0.288
5449,-2326111,396787,40.457,"","","","","",0.279,74.849,0.986,96.647,1.362,0.166
5635,-1740853,371341,7.473,"","","","","","",72.879,0.358,93.586,0.663,0.380
11789,-850245,-748281,2.172,"","","","",0.015,0.008,129.214,0.187,103.164,1.175,""
2420,-2020759,880261,6.346,"","","","","",0.034,248.133,0.633,112.138,0.624,0.233
4824,-1486394,498571,96.149,"","","","","","",739.240,4.289,107.057,2.420,0.293
4825,-1460948,498571,93.152,"","","","","","",739.240,4.289,107.057,2.420,0.293
4826,-1435502,498571,75.516,"","","","","","",739.240,4.289,107.057,2.420,0.293
4827,-1410056,498571,57.406,"","","","","","",739.240,4.289,107.057,2.420,0.293
4989,-1486394,473125,70.951,"","","","","","",739.240,4.289,107.057,2.420,0.293
4990,-1460948,473125,86.806,"","","","","","",739.240,4.289,107.057,2.420,0.293
4991,-1435502,473125,98.151,"","","","","","",739.240,4.289,107.057,2.420,0.293
4992,-1410056,473125,98.636,"","","","","","",739.240,4.289,107.057,2.420,0.293
5154,-1486394,447679,11.903,"","","","","","",739.240,4.289,107.057,2.420,0.293
5155,-1460948,447679,11.903,"","","","","","",739.240,4.289,107.057,2.420,0.293
5156,-1435502,447679,16.344,"","","","","","",739.240,4.289,107.057,2.420,0.293
5157,-1410056,447679,31.748,"","","","","","",739.240,4.289,107.057,2.420,0.293
5319,-1460948,422233,11.903,"","","","","","",739.240,4.289,107.057,2.420,0.293
5320,-1435502,422233,11.903,"","","","","","",739.240,4.289,107.057,2.420,0.293
5321,-1410056,422233,11.903,"","","","","","",739.240,4.289,107.057,2.420,0.293
3853,-1689962,651247,0.557,"","","","","","",202.843,1.453,86.945,0.684,0.291
3854,-1664516,651247,0.557,"","","","","","",202.843,1.453,86.945,0.684,0.291
3855,-1639070,651247,1.000,"","","","","","",202.843,1.453,86.945,0.684,0.291
3856,-1613624,651247,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
3857,-1588178,651247,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
4013,-1689962,625801,0.557,"","","","","","",202.843,1.453,86.945,0.684,0.291
4014,-1664516,625801,0.557,"","","","","","",202.843,1.453,86.945,0.684,0.291
4015,-1639070,625801,1.197,"","","","","","",202.843,1.453,86.945,0.684,0.291
4016,-1613624,625801,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
4017,-1588178,625801,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
4018,-1562732,625801,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
4019,-1537286,625801,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
4170,-1715407,600355,0.557,"","","","","","",202.843,1.453,86.945,0.684,0.291
4171,-1689962,600355,0.557,"","","","","","",202.843,1.453,86.945,0.684,0.291
4175,-1588178,600355,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
4176,-1562732,600355,1.463,"","","","","","",202.843,1.453,86.945,0.684,0.291
5318,-1486394,422233,12.032,"","","","","","",738.110,4.277,107.725,2.417,0.299
4012,-1715407,625801,0.557,"","","","","","",202.798,1.453,87.074,0.686,0.292
718,-799353,1211058,"","","","","","","",529.395,0.819,107.507,0.152,0.360
947,-926583,1160166,"","","","","","","",205.879,0.232,109.949,0.479,0.225
5805,-1537286,345895,7.473,"","","","","","",275.152,0.197,107.377,0.650,0.766
1646,930972,1032936,5.646,0.316,"","","","",0.028,168.161,4.073,96.601,0.097,0.420
3692,-1689962,676693,0.610,"","","","","","",203.092,1.549,88.751,0.666,0.305
650,167594,1236504,0.833,3.632,"","","","",0.016,568.136,0.199,107.808,0.223,0.181
12052,-621231,-824619,5.031,"","","","",0.035,0.017,264.315,1.136,114.212,0.843,0.150
12633,-137758,-1308092,0.468,0.072,0.009,"","",0.001,0.005,5.994,0.009,102.022,0.436,0.333
3031,-1791745,778477,6.346,"","","","","",0.034,452.611,1.893,124.194,4.970,0.515
355,91256,1312842,14.877,506.043,"",337.138,"","","",151.429,0.722,103.678,0.441,0.226
2569,-1995313,854815,6.346,"","","","","",0.034,319.115,1.366,115.333,0.759,0.245
5150,-1588178,447679,1.463,"","","","","","",259.780,0.643,104.771,1.906,0.338
6276,-1918975,269558,64.732,"","","","","",0.396,126.749,4.830,92.601,0.402,0.313
6930,-1613624,167774,9.631,"","","","","","",60.097,0.164,111.049,2.523,2.139
2174,-697569,931152,"","","","","","","",172.906,0.075,103.854,0.254,0.184
4490,-1689962,549463,0.557,"","","","","","",56.699,"",118.841,0.718,0.441
4651,-1689962,524017,0.557,"","","","","","",56.699,"",118.841,0.718,0.441
4816,-1689962,498571,0.557,"","","","","","",56.699,"",118.841,0.718,0.441
4981,-1689962,473125,0.585,"","","","","","",56.699,"",118.841,0.718,0.441
5145,-1715407,447679,0.557,"","","","","","",56.699,"",118.841,0.718,0.441
5146,-1689962,447679,0.760,"","","","","","",56.699,"",118.841,0.718,0.441
5309,-1715407,422233,1.194,"","","","","","",56.699,"",118.841,0.718,0.441
5310,-1689962,422233,0.956,"","","","","","",56.699,"",118.841,0.718,0.441
5473,-1715407,396787,7.471,"","","","","","",56.699,"",118.841,0.718,0.441
4679,-977475,524017,0.097,"","","","","","",429.275,4.453,115.037,1.899,0.477
565,-1995313,1236504,33.584,"","","","","",0.006,1316.476,2.481,94.724,0.337,0.426
10259,-1562732,-392037,78.681,"","","","","",0.255,288.451,19.624,99.398,1.521,0.315
4021,-1486394,625801,1.394,"","","","","","",372.963,1.272,95.766,0.731,0.340
768,1999703,1211058,2243.614,1182.000,"",787.475,"","",0.916,2478.276,0.732,116.153,0.253,0.523
342,-799353,1312842,"","","","","","","",566.550,0.889,111.361,0.147,0.385
611,-824799,1236504,"","","","","","","",566.550,0.889,111.361,0.147,0.385
717,-824799,1211058,"","","","","","","",566.550,0.889,111.361,0.147,0.385
3356,-1842637,727585,25.811,"","","","","",0.167,172.465,1.034,106.007,0.924,0.371
2298,-1333718,905707,0.353,"","","","","",0.001,343.306,0.252,113.864,0.549,0.191
12253,-723015,-900957,4.689,"","","","",0.032,0.016,279.047,1.507,113.524,0.754,0.086
4660,-1460948,524017,0.434,"","","","","","",845.163,2.996,114.662,1.894,0.375
12194,-672123,-875511,4.729,"","","","",0.033,0.016,281.434,1.519,114.495,0.761,0.086
7241,-1791745,116882,101.142,"","","","","",0.050,77.068,0.564,124.495,1.301,0.578
832,-773907,1185612,"","","","","","","",177.959,"",110.583,0.560,0.034
3693,-1664516,676693,0.866,"","","","","",0.001,204.284,2.008,97.412,0.579,0.370
513,-824799,1261950,"","","","","","","",566.550,0.889,113.744,0.160,0.393
4980,-1715407,473125,0.557,"","","","","","",58.211,0.001,122.209,0.750,0.451
7238,-1868083,116882,79.372,"","","","","",0.394,380.638,0.587,122.982,0.874,0.646
7397,-1868083,91436,67.628,"","","","","",0.292,380.638,0.587,122.982,0.874,0.646
7398,-1842637,91436,56.456,"","","","","",0.196,380.638,0.587,122.982,0.874,0.646
7553,-1918975,65990,107.483,"","","","","",0.635,380.638,0.587,122.982,0.874,0.646
7554,-1893529,65990,60.118,"","","","","",0.227,380.638,0.587,122.982,0.874,0.646
7555,-1868083,65990,55.960,"","","","","",0.192,380.638,0.587,122.982,0.874,0.646
7556,-1842637,65990,55.960,"","","","","",0.192,380.638,0.587,122.982,0.874,0.646
7713,-1893529,40544,55.960,"","","","","",0.192,380.638,0.587,122.982,0.874,0.646
7714,-1868083,40544,55.960,"","","","","",0.192,380.638,0.587,122.982,0.874,0.646
7715,-1842637,40544,55.960,"","","","","",0.192,380.638,0.587,122.982,0.874,0.646
7716,-1817191,40544,55.960,"","","","","",0.192,380.638,0.587,122.982,0.874,0.646
7875,-1791745,15098,55.960,"","","","","",0.192,380.638,0.587,122.982,0.874,0.646
7557,-1817191,65990,55.996,"","","","","",0.191,380.395,0.587,123.194,0.876,0.647
7874,-1817191,15098,55.960,"","","","","",0.192,426.291,10.488,124.568,1.221,0.631
6287,-1639070,269558,11.903,"","","","","","",73.416,0.478,91.892,1.636,1.001
2430,-1766299,880261,6.346,"","","","","",0.034,493.954,2.067,133.871,5.680,0.572
2177,-621231,931152,"","","","","","","",165.690,0.156,108.736,0.400,0.039
10258,-1588178,-392037,78.681,"","","","","",0.255,288.451,19.624,103.696,1.587,0.329
7873,-1842637,15098,55.960,"","","","","",0.192,523.511,31.250,127.802,1.928,0.600
4661,-1435502,524017,"","","","","","","",901.793,2.305,118.728,1.612,0.418
